id,y_pred
4900,0.275143108441736
4901,6.003860045182122
4902,15.678521720373372
4903,16.93284509459269
4904,19.619440714789658
4905,20.88649486421364
4906,21.055747172125674
4907,17.82359579724004
4908,17.137046002173904
4909,19.2020039443639
6480,122.75227332131435
6481,149.2255719871829
6482,142.27604214983904
6483,151.04469127973033
6484,146.7026640513322
6485,144.93761863010178
6486,149.05520111275246
6487,147.85117386587262
6488,147.24138772138107
6489,150.47764531043026
8020,8.975794920119476
8021,11.527173824925372
8022,11.92824491503893
8023,12.776655485239244
8024,12.972155649720689
8025,13.167818266628505
8026,12.442316662671695
8027,13.431256843719863
8028,13.791482798859441
8029,15.15636009215972
7470,69.81159782251032
7471,77.18182987891568
7472,82.39110951522295
7473,84.7676238797996
7474,93.16661918284613
7475,100.56653919233867
7476,101.41238027379286
7477,103.96687822675626
7478,107.05282948996147
7479,109.06602522079956
8360,35.91763406572614
8361,30.848051858963863
8362,36.574668381736295
8363,38.85747640345853
8364,42.65120981611972
8365,43.160052095260376
8366,43.28230097349639
8367,42.86661280867355
8368,42.945655883017295
8369,43.75482005776414
6460,39.52779509213026
6461,42.8559004529811
6462,46.90354653029988
6463,47.63377814607114
6464,50.128318488985514
6465,53.49706955564015
6466,55.32579989644167
6467,55.377086177765904
6468,57.238193273707374
6469,58.46794601200028
5850,13.528641127504958
5851,13.661018581227722
5852,14.407520907330142
5853,14.519972365413347
5854,14.725238864226693
5855,14.90660715781669
5856,15.233176767637298
5857,14.879177919604865
5858,15.47103311556674
5859,15.934187966018666
310,17.845003469522634
311,15.121631495341347
312,12.995014410043542
313,13.926332804344836
314,14.06259563370033
315,14.310345985551987
316,14.569721356121043
317,15.61494839298808
318,16.554599201237508
319,16.8473737412669
7720,6.225593270953255
7721,7.379121564872321
7722,7.985140193914806
7723,8.624965979265522
7724,8.268894348242192
7725,8.139115428420716
7726,8.139321865357116
7727,8.199422459164808
7728,9.137977371268533
7729,9.250059736511693
1110,30.48664704842301
1111,45.63716626897227
1112,53.40815762732036
1113,55.267879359354254
1114,55.37163708948313
1115,55.05017180725175
1116,54.0204900728833
1117,53.690346605756716
1118,56.171437082178706
1119,57.46132220774555
1860,146.4508072154088
1861,154.08564727911875
1862,159.1392648817241
1863,165.32725795259117
1864,176.76276293996204
1865,181.9205741981964
1866,185.57250139061705
1867,189.2171652278166
1868,192.14962641098094
1869,196.07911336954257
7820,39.132781493401154
7821,42.656093034105794
7822,39.17972037422387
7823,39.56265032502038
7824,39.910889769360345
7825,39.820153098516855
7826,41.19864418300184
7827,41.80978603184968
7828,42.98264175816492
7829,42.81294422739724
7570,55.186368845358984
7571,71.13763645318524
7572,71.99760715569371
7573,72.15392825750567
7574,77.29018746670523
7575,78.15478603538587
7576,80.41826939654169
7577,84.26265974282977
7578,87.7711787550194
7579,90.07016153150637
8460,15.628706666054137
8461,16.257234881690078
8462,16.07317672980046
8463,17.490978419517866
8464,17.76200783270475
8465,18.32895019625273
8466,18.154548898681284
8467,19.063427106459425
8468,20.59027188658616
8469,20.440612747245027
8690,107.46168962968949
8691,109.65520279383662
8692,106.46011413629404
8693,111.47134576735763
8694,116.28128165980155
8695,120.73113431262394
8696,126.10058469099273
8697,132.6549897597342
8698,134.63121947228953
8699,136.39738052267944
8970,28.32380794089546
8971,38.54342243100604
8972,43.6889518294071
8973,43.327630761529306
8974,42.2365544059129
8975,43.951718675186946
8976,45.70398259245189
8977,45.1628261028848
8978,48.624577899563654
8979,51.292529212678154
4540,6.390621696637298
4541,8.96974789748438
4542,11.07298355149683
4543,10.949224479583922
4544,10.977252291800642
4545,11.215074208222509
4546,11.105934497202632
4547,10.841684001432533
4548,11.934906823322752
4549,12.456312424159234
6200,19.72409436644356
6201,22.200439690716596
6202,25.646474089428178
6203,27.053114216016027
6204,30.10712302105276
6205,31.132602381962617
6206,33.00839130565546
6207,34.85048579599399
6208,36.45690029864329
6209,37.29605054949519
8600,21.905822302161297
8601,24.808596239559595
8602,27.76566615519253
8603,27.79246976647701
8604,28.91860021096559
8605,29.79010087038941
8606,31.7643188381345
8607,32.58005763486867
8608,33.72883006066423
8609,35.12003063039312
120,120.43803172345835
121,130.8394889062879
122,114.43118922939625
123,116.66681359343076
124,118.62470709326595
125,122.20136068731928
126,123.15606783971954
127,127.95033430627855
128,130.9758189599634
129,133.4089296021397
9330,38.61916099420736
9331,38.600673238875295
9332,38.26673539274032
9333,39.42215724089307
9334,41.26196652045561
9335,41.92377063926066
9336,44.33353882294351
9337,45.28160255247364
9338,47.070814119502934
9339,48.50345854772579
3820,0.050806525392105215
3821,0.0
3822,0.27588698149657426
3823,0.2985850320231711
3824,0.10627248413509223
3825,0.11421103695156296
3826,0.0
3827,0.19866110970105613
3828,0.3594376837543438
3829,0.878646431257084
230,29.812046098102112
231,26.576705506844558
232,24.35790248005887
233,24.276635063457448
234,25.489647727225133
235,26.040991654504985
236,26.285176668802094
237,27.68326485271993
238,28.91321382615728
239,29.623729935299075
9240,35.49237815177866
9241,37.84148650059894
9242,29.505403553577143
9243,30.146186705048404
9244,32.70546233400916
9245,33.61187489470407
9246,34.47464796643349
9247,34.80692112928466
9248,34.89412551607661
9249,35.30086753469309
4760,58.46805354471071
4761,84.70101129686662
4762,92.86062232206598
4763,97.71597380246135
4764,73.3940572767448
4765,76.53236704501391
4766,70.12711537371942
4767,58.156282886175624
4768,50.97413622437551
4769,51.489135394543936
5680,18.926219845434396
5681,23.066129059666032
5682,27.64975126469232
5683,28.04652614011374
5684,28.200193266821895
5685,28.56036398179484
5686,28.067181535996056
5687,28.260962264734605
5688,29.197639282542557
5689,29.512894148082825
4790,34.892264277755956
4791,52.85134610307952
4792,66.17626477364031
4793,71.56032037002022
4794,72.17079081413273
4795,68.31248956644964
4796,63.99519950621732
4797,59.748595799182986
4798,57.949037738761355
4799,56.768662090842234
5980,23.560035888324467
5981,23.412601357525766
5982,24.11347928554979
5983,25.25474393344759
5984,26.477217442588874
5985,27.17084403145736
5986,28.118378467779795
5987,28.26293063813016
5988,29.067243067362014
5989,29.9059089736702
1490,28.52328490927474
1491,48.830011407834625
1492,63.09900796809959
1493,66.01222733031678
1494,57.52411775041906
1495,57.000545594939126
1496,58.89062339783076
1497,58.670218937995074
1498,68.6644343327309
1499,74.8303709419134
0,46.518039454245496
1,54.77190381792446
2,69.70863061241094
3,75.8736742928853
4,79.9093716851392
5,74.79850018086617
6,72.67916176157479
7,78.60907181028996
8,76.25852837237936
9,69.74589181784026
9100,37.444760924350796
9101,45.768526773140614
9102,32.5903782283139
9103,32.38424843997251
9104,33.70779486155559
9105,34.53033522770549
9106,35.59757353681057
9107,36.02725315346578
9108,35.72360779893178
9109,38.1629496031197
670,68.54601300285196
671,106.28941529919842
672,107.46088331843117
673,116.56278794325452
674,118.6774078092205
675,137.7321111984601
676,154.97214297808415
677,218.02359748021033
678,215.01673794331847
679,227.39645575726445
5430,25.37528161431462
5431,30.495301486665532
5432,36.05871588397149
5433,37.275249214420576
5434,37.61504231528768
5435,36.893540029671996
5436,36.126954748775105
5437,36.58265583747674
5438,37.079176520661264
5439,37.54428258641464
1500,88.14388187802527
1501,102.86370926067428
1502,104.85738702101719
1503,109.99449252180638
1504,111.9445337589691
1505,110.60114356106706
1506,114.24760412034684
1507,117.99380670695815
1508,120.83726268493038
1509,121.87333057022649
330,32.71178516592981
331,24.2049009021438
332,29.94596715006829
333,32.17830556435322
334,35.09049665150585
335,35.46159247672817
336,36.89392207765509
337,37.45532375828125
338,37.47833051015726
339,37.557600672493734
7880,142.27065602654207
7881,42.18583965612125
7882,55.89247068819945
7883,61.19816947058975
7884,67.32420073838883
7885,75.17453733289526
7886,73.98999884700206
7887,77.51757150239817
7888,77.48093064856252
7889,73.21481611675469
8520,65.70024421506346
8521,73.76098576307989
8522,71.71824726807745
8523,74.28313969605271
8524,74.96258866548978
8525,75.13881747023022
8526,77.1932167657194
8527,77.4613993905855
8528,79.22006406582554
8529,79.15257384597473
2780,159.4966304925119
2781,202.81193399567596
2782,207.20691192842335
2783,214.03642809505615
2784,219.1825713073076
2785,212.0687109910514
2786,209.33598417813468
2787,211.83978763513286
2788,207.01887413815305
2789,204.42464086493354
4010,56.95313044406218
4011,60.400995828560326
4012,64.61964511395395
4013,65.02387944208401
4014,68.2451453219574
4015,68.09687802756496
4016,69.34504109976531
4017,71.61361777913092
4018,73.78473073872622
4019,79.95416707432757
5550,28.81327924115225
5551,31.13239704801547
5552,31.292271085974097
5553,32.79758038365773
5554,33.58499585843308
5555,34.01840874181173
5556,34.603157826243184
5557,34.113484183169255
5558,36.14531000392555
5559,36.74446450328397
4440,107.01807087258
4441,117.89191485733602
4442,122.37183305437637
4443,124.54072965837088
4444,121.7369978207653
4445,123.20274269651298
4446,121.91837832235994
4447,120.90350054427972
4448,119.61471470471832
4449,121.07824821606552
1480,53.31127402038829
1481,62.851405515372626
1482,74.30762519241028
1483,77.57279856000416
1484,77.23873635885393
1485,81.28972771184591
1486,84.09022815086504
1487,87.0647170993858
1488,91.45825363487339
1489,97.01642091719582
4060,96.33473825151849
4061,89.89491059046199
4062,62.08165517778738
4063,62.79981384868133
4064,68.30546767601474
4065,67.25461695648545
4066,67.08524142325109
4067,64.3289834821784
4068,65.75436633187434
4069,68.57983533258458
590,56.098339624342245
591,75.99223020142823
592,60.64558928750304
593,61.12600334966301
594,61.122872668397115
595,64.50965533743826
596,66.96161942709763
597,69.11099697717766
598,75.60675311451246
599,79.41245918850902
2340,21.63779881107403
2341,26.039508218229738
2342,30.634214434819754
2343,30.39238783683417
2344,32.62632057404505
2345,34.7353402331221
2346,36.51243430082365
2347,37.9445173583178
2348,38.7477356094155
2349,40.945223602295016
4680,67.8312896509012
4681,74.55464379352424
4682,79.10578344991592
4683,83.18412744146562
4684,86.21907959705541
4685,85.42299650930589
4686,85.99992357980273
4687,87.63031629822288
4688,87.31879904177828
4689,87.18440142648538
9290,119.70638600120922
9291,119.83144605184403
9292,159.61318203600973
9293,163.82952574988278
9294,154.81348743785367
9295,150.50935560805567
9296,155.40259942949652
9297,154.45878860995472
9298,162.76623424723095
9299,167.30732905648347
9870,9.911386443596735
9871,10.087000122877452
9872,10.614946963373681
9873,11.423635957076852
9874,12.270860888800028
9875,12.613535027674882
9876,12.445136633074211
9877,12.9698593039896
9878,13.584842099581008
9879,14.105760560278066
2160,76.38191728662126
2161,110.02047665209145
2162,137.00165426095842
2163,121.05162929100959
2164,116.70367294446042
2165,109.79221408373105
